No,Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat,Long
22,6/14/2023,สุขุมวิท 39,สุขุมวิท,2308,703,106,4,24,55,13826,5360,443,18,227,396,2617,649,109,5,70,68,26988,13.729995,100.570408
23,6/14/2023,สายน้ำผึ้ง,ซอยสุขุมวิท 22,587,158,0,0,9,11,1662,589,3,0,16,61,277,140,1,0,0,5,3519,13.733626,100.565217
24,6/14/2023,สายน้ำผึ้ง,สุขุมวิท,3944,835,119,6,29,34,14449,4306,487,12,134,173,2431,802,76,6,16,48,27907,13.733626,100.565217
25,6/15/2023,หน้าวัดลครทำ,อิสรภาพ,2082,532,66,0,4,276,7393,2349,218,0,90,1057,1711,516,43,0,9,250,16596,13.753037,100.478124
26,6/15/2023,อิสรภาพ - อิสรภาพ 44 - วัดดงมูลเหล็ก,อิสรภาพ,2647,609,39,0,15,231,7335,2388,163,0,90,821,1865,619,43,0,17,208,17090,13.752222,100.478105
27,6/15/2023,อิสรภาพ - อิสรภาพ 44 - วัดดงมูลเหล็ก,อิสรภาพ 44,323,76,2,0,5,32,1353,450,5,0,35,47,413,184,0,0,4,6,2935,13.752222,100.478105
28,6/16/2023,หน้าศูนย์ราชการกระทรวงมหาดไทย,เจริญนคร,3751,878,42,1,39,205,14403,4585,208,1,188,715,3889,1227,62,0,16,128,30338,13.715087,100.505424
29,6/16/2023,เจริญนครใต้,เจริญนคร,4303,825,56,1,61,153,18021,4521,333,0,237,522,4601,1354,87,0,32,155,35262,13.718802,100.508144
30,6/16/2023,เจริญนครใต้,กรุงธนบุรี,943,257,4,0,7,13,5158,1565,18,0,70,84,1518,597,11,0,11,19,10275,13.718802,100.508144
31,6/19/2023,สะแกงาม,บางขุนเทียน,5680,2825,18,0,210,64,15237,12793,128,3,2064,147,4812,2866,39,0,212,62,47160,13.629716,100.434197
32,6/19/2023,สะแกงาม,สะแกงาม,680,346,6,1,78,5,1791,1361,51,2,300,31,617,457,15,0,87,8,5836,13.629716,100.434197
33,6/20/2023,ตรอกจันทร์,เจริญกรุง,1504,515,84,40,37,34,7281,2468,341,189,132,258,1818,568,77,34,16,62,15458,13.710085,100.511312
34,6/20/2023,ตรอกจันทร์,ทางเข้าคอนโดฯ,1144,147,0,0,0,2,781,431,0,0,0,10,134,103,0,0,0,0,2752,13.710085,100.511312
35,6/20/2023,ตรอกจันทร์,จันทน์,868,340,14,0,20,14,2638,1378,67,0,86,64,792,288,11,0,22,11,6613,13.710085,100.511312
36,6/21/2023,ผ่านฟ้าลีลาศ,บริพัตร,10,4,0,0,0,4,116,81,0,0,1,28,94,59,0,0,0,12,409,13.756462,100.506058
37,6/21/2023,ผ่านฟ้าลีลาศ,ราชดำเนินกลาง,5135,888,106,0,15,73,14446,4301,503,0,139,450,2768,642,119,0,25,103,29713,13.756462,100.506058
38,6/21/2023,ผ่านฟ้าลีลาศ,ปรินายก,62,8,0,0,0,4,74,23,0,0,1,7,16,12,0,0,0,1,208,13.756462,100.506058
39,6/21/2023,ผ่านฟ้าลีลาศ,ราชดำเนินนอก,546,133,26,0,13,27,2275,671,103,0,50,117,588,163,22,0,4,21,4759,13.756462,100.506058
40,6/21/2023,ผ่านฟ้าลีลาศ,นครสวรรค์,46,8,1,0,0,2,272,85,5,0,4,30,148,43,2,0,0,8,654,13.756462,100.506058
41,6/21/2023,ผ่านฟ้าลีลาศ,หลานหลวง,1817,339,113,1,7,56,6886,1990,412,2,108,326,1573,402,67,2,9,69,14179,13.756462,100.506058
42,6/22/2023,ลำหิน,เลียบวารี,662,435,0,0,11,1,1750,1578,3,0,102,8,870,504,2,0,12,0,5938,13.854418,100.80738
43,6/22/2023,ลำหิน,คู้คลองสิบ,544,395,0,0,14,0,1264,1004,0,0,47,1,321,264,2,0,12,0,3868,13.854418,100.80738
44,6/22/2023,ลำหิน,มิตรไมตรี,1353,814,17,0,35,2,3311,2484,55,0,228,9,1065,761,31,0,46,1,10212,13.854418,100.80738
45,6/23/2023,มิตรไมตรี - มิตรไมตรี 12/2,มิตรไมตรี 12/2,48,73,0,0,5,2,199,171,0,0,27,8,71,35,0,0,2,2,643,13.855643,100.820647
